,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_separate_readability_init_Lhypernet,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++,small_original_hyperformer++
,SARI,LINGUISTIC_SENTENCE_ACCEPTABILITY_PERCENTAGE,CORRECT_PARAPHRASE_PERCENTAGE,SRC_PRED_EXACT_COPY,PRED_ONLY_GFI,PRED_ONLY_FRE,PRED_ONLY_FKGL,PRED_ONLY_ARI,PRED_ONLY_ASL,SARI,LINGUISTIC_SENTENCE_ACCEPTABILITY_PERCENTAGE,CORRECT_PARAPHRASE_PERCENTAGE,SRC_PRED_EXACT_COPY,PRED_ONLY_GFI,PRED_ONLY_FRE,PRED_ONLY_FKGL,PRED_ONLY_ARI,PRED_ONLY_ASL
0,0.4450014803194014,0.9594594594594593,0.963963963963964,0.32432432432432434,13.525945945945947,58.1231981981982,11.101801801801804,13.676576576576576,23.93243243243243,0.4152834537191025,0.9819819819819819,0.9684684684684685,0.36936936936936937,13.723288288288291,57.23594594594595,11.329729729729731,13.916216216216219,24.355855855855857
1,0.4419805538481922,0.9594594594594593,0.9774774774774775,0.3153153153153153,13.493063063063065,58.13635135135135,11.079279279279278,13.627927927927928,23.844594594594593,0.4070402213235289,0.963963963963964,0.9594594594594593,0.44594594594594594,13.808693693693694,57.465495495495496,11.347297297297299,13.96981981981982,24.542792792792792
2,0.4401428323432927,0.963963963963964,0.9774774774774775,0.32432432432432434,13.491261261261263,58.33067567567568,11.061261261261258,13.622072072072072,23.87837837837838,0.4065320241684904,0.9594594594594593,0.963963963963964,0.41891891891891897,13.767252252252252,57.119279279279276,11.3481981981982,13.965315315315316,24.35810810810811
3,0.44012955505201906,0.963963963963964,0.972972972972973,0.35135135135135137,13.632342342342342,57.94657657657658,11.180630630630633,13.736486486486486,24.144144144144143,0.4064007856024251,0.963963963963964,0.9684684684684685,0.3918918918918919,13.70810810810811,57.38990990990992,11.29054054054054,13.875225225225226,24.27927927927928
4,0.4382328712625319,0.9594594594594593,0.9684684684684685,0.3603603603603604,13.507972972972976,58.19806306306307,11.11126126126126,13.69054054054054,24.00900900900901,0.40505622085460735,0.9684684684684685,0.972972972972973,0.45495495495495497,13.79391891891892,57.04261261261262,11.341441441441443,13.94054054054054,24.283783783783782
5,0.4362573623143745,0.9684684684684685,0.972972972972973,0.37387387387387383,13.54445945945946,57.983738738738744,11.129279279279281,13.694144144144143,23.957207207207208,0.40422473255260294,0.972972972972973,0.9684684684684685,0.41891891891891897,13.716036036036039,57.460090090090084,11.30045045045045,13.90855855855856,24.36036036036036
6,0.43579000160935555,0.963963963963964,0.9684684684684685,0.36486486486486486,13.57220720720721,57.829189189189194,11.18108108108108,13.745945945945943,24.07207207207207,0.40417840089797313,0.963963963963964,0.963963963963964,0.40990990990990994,13.630405405405405,57.704819819819825,11.207207207207206,13.776576576576575,24.11936936936937
7,0.43554119589507123,0.972972972972973,0.9819819819819819,0.37387387387387383,13.597702702702705,57.938783783783784,11.219369369369373,13.836036036036036,24.3018018018018,0.4034377460275419,0.9774774774774775,0.9774774774774775,0.41891891891891897,13.6931981981982,57.26950450450451,11.272972972972973,13.83108108108108,24.135135135135137
8,0.4355178109014398,0.9549549549549551,0.9684684684684685,0.34234234234234234,13.503558558558558,58.10495495495496,11.109909909909907,13.656306306306305,23.95045045045045,0.40225368316266163,0.9594594594594593,0.972972972972973,0.45045045045045046,13.745315315315315,57.17513513513514,11.317567567567568,13.85855855855856,24.265765765765767
9,0.433854133823623,0.9549549549549551,0.963963963963964,0.36486486486486486,13.556441441441443,58.08076576576577,11.136486486486488,13.68108108108108,24.04954954954955,0.40168736661333626,0.9684684684684685,0.963963963963964,0.3963963963963964,13.605855855855856,57.61094594594595,11.215765765765768,13.796396396396398,24.0990990990991
10,0.43314074089978255,0.963963963963964,0.972972972972973,0.3288288288288288,13.440000000000001,58.11081081081081,11.063063063063064,13.63063063063063,23.756756756756758,0.40167654196884556,0.9594594594594593,0.9684684684684685,0.4324324324324324,13.789414414414415,57.01509009009009,11.378378378378379,13.99009009009009,24.423423423423422
11,0.4315397260406564,0.9594594594594593,0.9684684684684685,0.36486486486486486,13.58873873873874,57.8536036036036,11.177477477477476,13.743693693693691,24.085585585585587,0.4016417030625793,0.9549549549549551,0.9684684684684685,0.45045045045045046,13.802117117117115,57.3718918918919,11.326126126126127,13.972072072072073,24.40990990990991
12,0.43060945136534956,0.9594594594594593,0.963963963963964,0.35585585585585583,13.482522522522522,58.263513513513516,11.068468468468467,13.627927927927928,23.86936936936937,0.4015846784455941,0.963963963963964,0.9504504504504504,0.41891891891891897,13.690090090090091,57.285540540540545,11.293693693693696,13.911261261261263,24.23198198198198
13,0.42870310466199285,0.9684684684684685,0.963963963963964,0.38288288288288286,13.545720720720723,57.93049549549549,11.13018018018018,13.688738738738737,23.934684684684683,0.40084434743719594,0.9594594594594593,0.9774774774774775,0.47297297297297297,13.719054054054055,57.21099099099099,11.313513513513515,13.904954954954952,24.26801801801802
14,0.4283487760870916,0.9594594594594593,0.972972972972973,0.40990990990990994,13.620270270270272,57.96252252252253,11.201801801801803,13.801801801801801,24.24099099099099,0.400746582370363,0.972972972972973,0.9459459459459459,0.42342342342342343,13.709594594594597,57.321396396396395,11.28963963963964,13.884234234234235,24.234234234234233
15,0.42821890991918526,0.9684684684684685,0.972972972972973,0.4009009009009009,13.65684684684685,57.95788288288289,11.233333333333334,13.864864864864865,24.35810810810811,0.40035631739448413,0.9594594594594593,0.963963963963964,0.45945945945945943,13.660900900900902,57.865585585585585,11.222072072072073,13.796846846846849,24.26126126126126
16,0.4280574069255571,0.9684684684684685,0.972972972972973,0.40540540540540543,13.576621621621623,57.72936936936938,11.18018018018018,13.733783783783782,24.02027027027027,0.3991234137549503,0.963963963963964,0.963963963963964,0.43693693693693697,13.714279279279282,57.21085585585586,11.313063063063064,13.92117117117117,24.26801801801802
17,0.4269003629792017,0.9594594594594593,0.972972972972973,0.3918918918918919,13.63063063063063,57.74684684684684,11.237387387387392,13.816216216216215,24.265765765765767,0.3990303423160544,0.972972972972973,0.9774774774774775,0.509009009009009,13.871891891891893,56.991486486486494,11.424774774774775,14.033783783783784,24.596846846846848
18,0.42676658973341314,0.9594594594594593,0.9774774774774775,0.3783783783783784,13.59963963963964,57.69662162162163,11.201351351351354,13.764414414414414,24.09009009009009,0.398730844894637,0.9684684684684685,0.972972972972973,0.536036036036036,13.87918918918919,57.173738738738734,11.394144144144144,14.025675675675677,24.56756756756757
19,0.42490033813744377,0.963963963963964,0.9684684684684685,0.40990990990990994,13.570495495495498,57.94036036036037,11.172072072072071,13.752252252252251,24.11261261261261,0.39749729876001444,0.963963963963964,0.963963963963964,0.44594594594594594,13.762927927927928,57.123963963963966,11.346846846846846,13.962162162162164,24.353603603603602
20,0.42355818159954345,0.963963963963964,0.9774774774774775,0.38288288288288286,13.540000000000001,57.79860360360361,11.172972972972973,13.767567567567568,24.027027027027028,0.39712904631264073,0.9594594594594593,0.972972972972973,0.509009009009009,13.816306306306306,57.10666666666667,11.400450450450451,14.013063063063063,24.55855855855856
21,0.4221049269431246,0.9594594594594593,0.9774774774774775,0.38288288288288286,13.662792792792795,57.73153153153154,11.232882882882882,13.816666666666665,24.243243243243242,0.39657940906157485,0.9684684684684685,0.972972972972973,0.5045045045045046,13.857387387387387,57.17666666666667,11.38063063063063,14.016216216216216,24.527027027027028
22,0.4203582512080941,0.963963963963964,0.9819819819819819,0.40990990990990994,13.633423423423425,57.6995945945946,11.21891891891892,13.78873873873874,24.16216216216216,0.3964913201887565,0.972972972972973,0.9774774774774775,0.5045045045045046,13.833063063063065,57.02945945945946,11.391441441441442,14.01756756756757,24.484234234234233
23,0.4184691160730757,0.963963963963964,0.963963963963964,0.42342342342342343,13.6781981981982,57.72166666666668,11.274774774774775,13.862612612612613,24.403153153153152,0.3958596394340639,0.963963963963964,0.9684684684684685,0.43693693693693697,13.70148648648649,57.51436936936937,11.29054054054054,13.894594594594595,24.344594594594593
24,0.41538324968126195,0.9774774774774775,0.9684684684684685,0.44144144144144143,13.68918918918919,57.68427927927929,11.244594594594595,13.852702702702702,24.25225225225225,0.3957918610387382,0.9684684684684685,0.963963963963964,0.43693693693693697,13.747567567567568,57.167477477477476,11.33018018018018,13.95945945945946,24.31081081081081
